Number,Province/State,Country,Lat,Long,Date,Corona_Confirmed,Sars_Confirmed,Deaths,Recovered,FILE
1,Alabama,United States,32.3182,-86.9023,1/22/2020,0,0,0,0,CORONA
1,Alaska,United States,61.3707,-152.4044,1/22/2020,0,0,0,0,CORONA
1,Alberta,Canada,53.9333,-116.5765,1/22/2020,0,0,0,0,CORONA
1,Anhui,China,31.8257,117.2264,1/22/2020,1,0,0,0,CORONA
1,Arizona,United States,33.7298,-111.4312,1/22/2020,0,0,0,0,CORONA
1,Arkansas,United States,34.9697,-92.3731,1/22/2020,0,0,0,0,CORONA
1,Australian Capital Territory,Australia,-35.4735,149.0124,1/22/2020,0,0,0,0,CORONA
1,Beijing,China,40.1824,116.4142,1/22/2020,14,0,0,0,CORONA
1,British Columbia,Canada,49.2827,-123.1207,1/22/2020,0,0,0,0,CORONA
1,California,United States,36.1162,-119.6816,1/22/2020,0,0,0,0,CORONA
1,Channel Islands,United Kingdom,49.3723,-2.3644,1/22/2020,0,0,0,0,CORONA
1,Chongqing,China,30.0572,107.874,1/22/2020,6,0,0,0,CORONA
1,Colorado,United States,39.0598,-105.3111,1/22/2020,0,0,0,0,CORONA
1,Connecticut,United States,41.5978,-72.7554,1/22/2020,0,0,0,0,CORONA
1,Delaware,United States,39.3185,-75.5071,1/22/2020,0,0,0,0,CORONA
1,Denmark,Denmark,56.2639,9.5018,1/22/2020,0,0,0,0,CORONA
1,Diamond Princess,United States,35.4437,139.638,1/22/2020,0,0,0,0,CORONA
1,Diamond Princess,Cruise Ship,35.4437,139.638,1/22/2020,0,0,0,0,CORONA
1,District of Columbia,United States,38.8974,-77.0268,1/22/2020,0,0,0,0,CORONA
1,Faroe Islands,Denmark,61.8926,-6.9118,1/22/2020,0,0,0,0,CORONA
1,Florida,United States,27.7663,-81.6868,1/22/2020,0,0,0,0,CORONA
1,France,France,46.2276,2.2137,1/22/2020,0,0,0,0,CORONA
1,French Polynesia,France,-17.6797,149.4068,1/22/2020,0,0,0,0,CORONA
1,From Diamond Princess,Australia,35.4437,139.638,1/22/2020,0,0,0,0,CORONA
1,Fujian,China,26.0789,117.9874,1/22/2020,1,0,0,0,CORONA
1,Gansu,China,37.8099,101.0583,1/22/2020,0,0,0,0,CORONA
1,Georgia,United States,33.0406,-83.6431,1/22/2020,0,0,0,0,CORONA
1,Gibraltar,United Kingdom,36.1408,-5.3536,1/22/2020,0,0,0,0,CORONA
1,Grand Princess,United States,37.6489,-122.6655,1/22/2020,0,0,0,0,CORONA
1,Grand Princess,Canada,37.6489,-122.6655,1/22/2020,0,0,0,0,CORONA
1,Guangdong,China,23.3417,113.4244,1/22/2020,26,0,0,0,CORONA
1,Guangxi,China,23.8298,108.7881,1/22/2020,2,0,0,0,CORONA
1,Guizhou,China,26.8154,106.8748,1/22/2020,1,0,0,0,CORONA
1,Hainan,China,19.1959,109.7453,1/22/2020,4,0,0,0,CORONA
1,Hawaii,United States,21.0943,-157.4983,1/22/2020,0,0,0,0,CORONA
1,Hebei,China,39.549,116.1306,1/22/2020,1,0,0,0,CORONA
1,Heilongjiang,China,47.862,127.7615,1/22/2020,0,0,0,0,CORONA
1,Henan,China,33.882,113.614,1/22/2020,5,0,0,0,CORONA
1,Hong Kong,China,22.3,114.2,1/22/2020,0,0,0,0,CORONA
1,Hubei,China,30.9756,112.2707,1/22/2020,444,0,17,28,CORONA
1,Hunan,China,27.6104,111.7088,1/22/2020,4,0,0,0,CORONA
1,Idaho,United States,44.2405,-114.4788,1/22/2020,0,0,0,0,CORONA
1,Illinois,United States,40.3495,-88.9861,1/22/2020,0,0,0,0,CORONA
1,Indiana,United States,39.8494,-86.2583,1/22/2020,0,0,0,0,CORONA
1,Inner Mongolia,China,44.0935,113.9448,1/22/2020,0,0,0,0,CORONA
1,Iowa,United States,42.0115,-93.2105,1/22/2020,0,0,0,0,CORONA
1,Jiangsu,China,32.9711,119.455,1/22/2020,1,0,0,0,CORONA
1,Jiangxi,China,27.614,115.7221,1/22/2020,2,0,0,0,CORONA
1,Jilin,China,43.6661,126.1923,1/22/2020,0,0,0,0,CORONA
1,Kansas,United States,38.5266,-96.7265,1/22/2020,0,0,0,0,CORONA
1,Kentucky,United States,37.6681,-84.6701,1/22/2020,0,0,0,0,CORONA
1,Liaoning,China,41.2956,122.6085,1/22/2020,2,0,0,0,CORONA
1,Louisiana,United States,31.1695,-91.8678,1/22/2020,0,0,0,0,CORONA
1,Macau,China,22.1667,113.55,1/22/2020,1,0,0,0,CORONA
1,Maine,United States,44.6939,-69.3819,1/22/2020,0,0,0,0,CORONA
1,Manitoba,Canada,53.7609,-98.8139,1/22/2020,0,0,0,0,CORONA
1,Maryland,United States,39.0639,-76.8021,1/22/2020,0,0,0,0,CORONA
1,Massachusetts,United States,42.2302,-71.5301,1/22/2020,0,0,0,0,CORONA
1,Michigan,United States,43.3266,-84.5361,1/22/2020,0,0,0,0,CORONA
1,Minnesota,United States,45.6945,-93.9002,1/22/2020,0,0,0,0,CORONA
1,Mississippi,United States,32.7416,-89.6787,1/22/2020,0,0,0,0,CORONA
1,Missouri,United States,38.4561,-92.2884,1/22/2020,0,0,0,0,CORONA
1,Montana,United States,46.9219,-110.4544,1/22/2020,0,0,0,0,CORONA
1,Nebraska,United States,41.1254,-98.2681,1/22/2020,0,0,0,0,CORONA
1,Nevada,United States,38.3135,-117.0554,1/22/2020,0,0,0,0,CORONA
1,New Brunswick,Canada,46.5653,-66.4619,1/22/2020,0,0,0,0,CORONA
1,New Hampshire,United States,43.4525,-71.5639,1/22/2020,0,0,0,0,CORONA
1,New Jersey,United States,40.2989,-74.521,1/22/2020,0,0,0,0,CORONA
1,New Mexico,United States,34.8405,-106.2485,1/22/2020,0,0,0,0,CORONA
1,New South Wales,Australia,-33.8688,151.2093,1/22/2020,0,0,0,0,CORONA
1,New York,United States,42.1657,-74.9481,1/22/2020,0,0,0,0,CORONA
1,Ningxia,China,37.2692,106.1655,1/22/2020,1,0,0,0,CORONA
1,North Carolina,United States,35.6301,-79.8064,1/22/2020,0,0,0,0,CORONA
1,North Dakota,United States,47.5289,-99.784,1/22/2020,0,0,0,0,CORONA
1,Northern Territory,Australia,-12.4634,130.8456,1/22/2020,0,0,0,0,CORONA
1,Ohio,United States,40.3888,-82.7649,1/22/2020,0,0,0,0,CORONA
1,Oklahoma,United States,35.5653,-96.9289,1/22/2020,0,0,0,0,CORONA
1,Ontario,Canada,51.2538,-85.3232,1/22/2020,0,0,0,0,CORONA
1,Oregon,United States,44.572,-122.0709,1/22/2020,0,0,0,0,CORONA
1,Pennsylvania,United States,40.5908,-77.2098,1/22/2020,0,0,0,0,CORONA
1,Qinghai,China,35.7452,95.9956,1/22/2020,0,0,0,0,CORONA
1,Quebec,Canada,52.9399,-73.5491,1/22/2020,0,0,0,0,CORONA
1,Queensland,Australia,-28.0167,153.4,1/22/2020,0,0,0,0,CORONA
1,Rhode Island,United States,41.6809,-71.5118,1/22/2020,0,0,0,0,CORONA
1,Saint Barthelemy,France,17.9,-62.8333,1/22/2020,0,0,0,0,CORONA
1,Saskatchewan,Canada,52.9399,-106.4509,1/22/2020,0,0,0,0,CORONA
1,Shaanxi,China,35.1917,108.8701,1/22/2020,0,0,0,0,CORONA
1,Shandong,China,36.3427,118.1498,1/22/2020,2,0,0,0,CORONA
1,Shanghai,China,31.202,121.4491,1/22/2020,9,0,0,0,CORONA
1,Shanxi,China,37.5777,112.2922,1/22/2020,1,0,0,0,CORONA
1,Sichuan,China,30.6171,102.7103,1/22/2020,5,0,0,0,CORONA
1,South Australia,Australia,-34.9285,138.6007,1/22/2020,0,0,0,0,CORONA
1,South Carolina,United States,33.8569,-80.945,1/22/2020,0,0,0,0,CORONA
1,South Dakota,United States,44.2998,-99.4388,1/22/2020,0,0,0,0,CORONA
1,St Martin,France,18.0708,-63.0501,1/22/2020,0,0,0,0,CORONA
1,Tasmania,Australia,-41.4545,145.9707,1/22/2020,0,0,0,0,CORONA
1,Tennessee,United States,35.7478,-86.6923,1/22/2020,0,0,0,0,CORONA
1,Texas,United States,31.0545,-97.5635,1/22/2020,0,0,0,0,CORONA
1,Tianjin,China,39.3054,117.323,1/22/2020,4,0,0,0,CORONA
1,Tibet,China,31.6927,88.0924,1/22/2020,0,0,0,0,CORONA
1,United Kingdom,United Kingdom,55.3781,-3.436,1/22/2020,0,0,0,0,CORONA
1,Utah,United States,40.15,-111.8624,1/22/2020,0,0,0,0,CORONA
1,Vermont,United States,44.0459,-72.7107,1/22/2020,0,0,0,0,CORONA
1,Victoria,Australia,-37.8136,144.9631,1/22/2020,0,0,0,0,CORONA
1,Virginia,United States,37.7693,-78.17,1/22/2020,0,0,0,0,CORONA
1,Washington,United States,47.4009,-121.4905,1/22/2020,0,0,0,0,CORONA
1,West Virginia,United States,38.4912,-80.9545,1/22/2020,0,0,0,0,CORONA
1,Western Australia,Australia,-31.9505,115.8605,1/22/2020,0,0,0,0,CORONA
1,Wisconsin,United States,44.2685,-89.6165,1/22/2020,0,0,0,0,CORONA
1,Wyoming,United States,42.756,-107.3025,1/22/2020,0,0,0,0,CORONA
1,Xinjiang,China,41.1129,85.2401,1/22/2020,0,0,0,0,CORONA
1,Yunnan,China,24.974,101.487,1/22/2020,1,0,0,0,CORONA
1,Zhejiang,China,29.1832,120.0934,1/22/2020,10,0,0,0,CORONA
1,,Thailand,15,101,1/22/2020,2,0,0,0,CORONA
1,,Japan,36,138,1/22/2020,2,0,0,0,CORONA
1,,Singapore,1.2833,103.8333,1/22/2020,0,0,0,0,CORONA
1,,Nepal,28.1667,84.25,1/22/2020,0,0,0,0,CORONA
1,,Malaysia,2.5,112.5,1/22/2020,0,0,0,0,CORONA
1,,Cambodia,11.55,104.9167,1/22/2020,0,0,0,0,CORONA
1,,Sri Lanka,7,81,1/22/2020,0,0,0,0,CORONA
1,,Germany,51,9,1/22/2020,0,0,0,0,CORONA
1,,Finland,64,26,1/22/2020,0,0,0,0,CORONA
1,,United Arab Emirates,24,54,1/22/2020,0,0,0,0,CORONA
1,,Philippines,13,122,1/22/2020,0,0,0,0,CORONA
1,,India,21,78,1/22/2020,0,0,0,0,CORONA
1,,Italy,43,12,1/22/2020,0,0,0,0,CORONA
1,,Sweden,63,16,1/22/2020,0,0,0,0,CORONA
1,,Spain,40,-4,1/22/2020,0,0,0,0,CORONA
1,,Belgium,50.8333,4,1/22/2020,0,0,0,0,CORONA
1,,Egypt,26,30,1/22/2020,0,0,0,0,CORONA
1,,Lebanon,33.8547,35.8623,1/22/2020,0,0,0,0,CORONA
1,,Iraq,33,44,1/22/2020,0,0,0,0,CORONA
1,,Oman,21,57,1/22/2020,0,0,0,0,CORONA
1,,Afghanistan,33,65,1/22/2020,0,0,0,0,CORONA
1,,Bahrain,26.0275,50.55,1/22/2020,0,0,0,0,CORONA
1,,Kuwait,29.5,47.75,1/22/2020,0,0,0,0,CORONA
1,,Algeria,28.0339,1.6596,1/22/2020,0,0,0,0,CORONA
1,,Croatia,45.1,15.2,1/22/2020,0,0,0,0,CORONA
1,,Switzerland,46.8182,8.2275,1/22/2020,0,0,0,0,CORONA
1,,Austria,47.5162,14.5501,1/22/2020,0,0,0,0,CORONA
1,,Israel,31,35,1/22/2020,0,0,0,0,CORONA
1,,Pakistan,30.3753,69.3451,1/22/2020,0,0,0,0,CORONA
1,,Brazil,-14.235,-51.9253,1/22/2020,0,0,0,0,CORONA
1,,Georgia,42.3154,43.3569,1/22/2020,0,0,0,0,CORONA
1,,Greece,39.0742,21.8243,1/22/2020,0,0,0,0,CORONA
1,,North Macedonia,41.6086,21.7453,1/22/2020,0,0,0,0,CORONA
1,,Norway,60.472,8.4689,1/22/2020,0,0,0,0,CORONA
1,,Romania,45.9432,24.9668,1/22/2020,0,0,0,0,CORONA
1,,Estonia,58.5953,25.0136,1/22/2020,0,0,0,0,CORONA
1,,Netherlands,52.1326,5.2913,1/22/2020,0,0,0,0,CORONA
1,,Italy,43.9424,12.4578,1/22/2020,0,0,0,0,CORONA
1,,Belarus,53.7098,27.9534,1/22/2020,0,0,0,0,CORONA
1,,Iceland,64.9631,-19.0208,1/22/2020,0,0,0,0,CORONA
1,,Lithuania,55.1694,23.8813,1/22/2020,0,0,0,0,CORONA
1,,Mexico,23.6345,-102.5528,1/22/2020,0,0,0,0,CORONA
1,,New Zealand,-40.9006,174.886,1/22/2020,0,0,0,0,CORONA
1,,Nigeria,9.082,8.6753,1/22/2020,0,0,0,0,CORONA
1,,Ireland,53.1424,-7.6921,1/22/2020,0,0,0,0,CORONA
1,,Luxembourg,49.8153,6.1296,1/22/2020,0,0,0,0,CORONA
1,,Monaco,43.7333,7.4167,1/22/2020,0,0,0,0,CORONA
1,,Qatar,25.3548,51.1839,1/22/2020,0,0,0,0,CORONA
1,,Ecuador,-1.8312,-78.1834,1/22/2020,0,0,0,0,CORONA
1,,Azerbaijan,40.1431,47.5769,1/22/2020,0,0,0,0,CORONA
1,,Armenia,40.0691,45.0382,1/22/2020,0,0,0,0,CORONA
1,,Dominican Republic,18.7357,-70.1627,1/22/2020,0,0,0,0,CORONA
1,,Indonesia,-0.7893,113.9213,1/22/2020,0,0,0,0,CORONA
1,,Portugal,39.3999,-8.2245,1/22/2020,0,0,0,0,CORONA
1,,Andorra,42.5063,1.5218,1/22/2020,0,0,0,0,CORONA
1,,Latvia,56.8796,24.6032,1/22/2020,0,0,0,0,CORONA
1,,Morocco,31.7917,-7.0926,1/22/2020,0,0,0,0,CORONA
1,,Saudi Arabia,24,45,1/22/2020,0,0,0,0,CORONA
1,,Senegal,14.4974,-14.4524,1/22/2020,0,0,0,0,CORONA
1,,Argentina,-38.4161,-63.6167,1/22/2020,0,0,0,0,CORONA
1,,Chile,-35.6751,-71.543,1/22/2020,0,0,0,0,CORONA
1,,Jordan,31.24,36.51,1/22/2020,0,0,0,0,CORONA
1,,Ukraine,48.3794,31.1656,1/22/2020,0,0,0,0,CORONA
1,,Hungary,47.1625,19.5033,1/22/2020,0,0,0,0,CORONA
1,,Liechtenstein,47.14,9.55,1/22/2020,0,0,0,0,CORONA
1,,Poland,51.9194,19.1451,1/22/2020,0,0,0,0,CORONA
1,,Tunisia,34,9,1/22/2020,0,0,0,0,CORONA
1,,Bosnia and Herzegovina,43.9159,17.6791,1/22/2020,0,0,0,0,CORONA
1,,Slovenia,46.1512,14.9955,1/22/2020,0,0,0,0,CORONA
1,,South Africa,-30.5595,22.9375,1/22/2020,0,0,0,0,CORONA
1,,Bhutan,27.5142,90.4336,1/22/2020,0,0,0,0,CORONA
1,,Cameroon,3.848,11.5021,1/22/2020,0,0,0,0,CORONA
1,,Colombia,4.5709,-74.2973,1/22/2020,0,0,0,0,CORONA
1,,Costa Rica,9.7489,-83.7534,1/22/2020,0,0,0,0,CORONA
1,,Peru,-9.19,-75.0152,1/22/2020,0,0,0,0,CORONA
1,,Serbia,44.0165,21.0059,1/22/2020,0,0,0,0,CORONA
1,,Slovakia,48.669,19.699,1/22/2020,0,0,0,0,CORONA
1,,Togo,8.6195,0.8248,1/22/2020,0,0,0,0,CORONA
1,,French Guiana,3.9339,-53.1258,1/22/2020,0,0,0,0,CORONA
1,,Malta,35.9375,14.3754,1/22/2020,0,0,0,0,CORONA
1,,Martinique,14.6415,-61.0242,1/22/2020,0,0,0,0,CORONA
1,,Bulgaria,42.7339,25.4858,1/22/2020,0,0,0,0,CORONA
1,,Maldives,3.2028,73.2207,1/22/2020,0,0,0,0,CORONA
1,,Bangladesh,23.685,90.3563,1/22/2020,0,0,0,0,CORONA
1,,Paraguay,-23.4425,-58.4438,1/22/2020,0,0,0,0,CORONA
1,,Albania,41.1533,20.1683,1/22/2020,0,0,0,0,CORONA
1,,Cyprus,35.1264,33.4299,1/22/2020,0,0,0,0,CORONA
1,,Brunei,4.5353,114.7277,1/22/2020,0,0,0,0,CORONA
1,,Burkina Faso,12.2383,-1.5616,1/22/2020,0,0,0,0,CORONA
1,,Holy See,41.9029,12.4534,1/22/2020,0,0,0,0,CORONA
1,,Mongolia,46.8625,103.8467,1/22/2020,0,0,0,0,CORONA
1,,Panama,8.538,-80.7821,1/22/2020,0,0,0,0,CORONA
1,,Iran,32,53,1/22/2020,0,0,0,0,CORONA
1,,"Korea, South",36,128,1/22/2020,1,0,0,0,CORONA
1,,Czechia,49.8175,15.473,1/22/2020,0,0,0,0,CORONA
1,,Taiwan ,23.7,121,1/22/2020,1,0,0,0,CORONA
1,,Vietnam,16,108,1/22/2020,0,0,0,0,CORONA
1,,Russia,60,90,1/22/2020,0,0,0,0,CORONA
1,,Moldova,47.4116,28.3699,1/22/2020,0,0,0,0,CORONA
1,,Bolivia,-16.2902,-63.5887,1/22/2020,0,0,0,0,CORONA
1,,Honduras,15.2,-86.2419,1/22/2020,0,0,0,0,CORONA
1,,Congo (Kinshasa),-4.0383,21.7587,1/22/2020,0,0,0,0,CORONA
1,,Cote d'Ivoire,7.54,-5.5471,1/22/2020,0,0,0,0,CORONA
1,,Jamaica,18.1096,-77.2975,1/22/2020,0,0,0,0,CORONA
1,,Reunion,-21.1151,55.5364,1/22/2020,0,0,0,0,CORONA
1,,Turkey,38.9637,35.2433,1/22/2020,0,0,0,0,CORONA
1,,Cuba,22,-80,1/22/2020,0,0,0,0,CORONA
1,,Guyana,5,-58.75,1/22/2020,0,0,0,0,CORONA
1,,Kazakhstan,48.0196,66.9237,1/22/2020,0,0,0,0,CORONA
1,,Cayman Islands,19.3133,-81.2546,1/22/2020,0,0,0,0,CORONA
1,,Guadeloupe,16.265,-61.551,1/22/2020,0,0,0,0,CORONA
1,,Ethiopia,9.145,40.4897,1/22/2020,0,0,0,0,CORONA
1,,Sudan,12.8628,30.2176,1/22/2020,0,0,0,0,CORONA
1,,Guinea,9.9456,-9.6966,1/22/2020,0,0,0,0,CORONA
1,,Aruba,12.5211,-69.9683,1/22/2020,0,0,0,0,CORONA
1,,Kenya,-0.0236,37.9062,1/22/2020,0,0,0,0,CORONA
1,,Antigua and Barbuda,17.0608,-61.7964,1/22/2020,0,0,0,0,CORONA
2,Alabama,United States,32.3182,-86.9023,1/23/2020,0,0,0,0,CORONA
2,Alaska,United States,61.3707,-152.4044,1/23/2020,0,0,0,0,CORONA
2,Alberta,Canada,53.9333,-116.5765,1/23/2020,0,0,0,0,CORONA
2,Anhui,China,31.8257,117.2264,1/23/2020,9,0,0,0,CORONA
2,Arizona,United States,33.7298,-111.4312,1/23/2020,0,0,0,0,CORONA
2,Arkansas,United States,34.9697,-92.3731,1/23/2020,0,0,0,0,CORONA
2,Australian Capital Territory,Australia,-35.4735,149.0124,1/23/2020,0,0,0,0,CORONA
2,Beijing,China,40.1824,116.4142,1/23/2020,22,0,0,0,CORONA
2,British Columbia,Canada,49.2827,-123.1207,1/23/2020,0,0,0,0,CORONA
2,California,United States,36.1162,-119.6816,1/23/2020,0,0,0,0,CORONA
2,Channel Islands,United Kingdom,49.3723,-2.3644,1/23/2020,0,0,0,0,CORONA
2,Chongqing,China,30.0572,107.874,1/23/2020,9,0,0,0,CORONA
2,Colorado,United States,39.0598,-105.3111,1/23/2020,0,0,0,0,CORONA
2,Connecticut,United States,41.5978,-72.7554,1/23/2020,0,0,0,0,CORONA
2,Delaware,United States,39.3185,-75.5071,1/23/2020,0,0,0,0,CORONA
2,Denmark,Denmark,56.2639,9.5018,1/23/2020,0,0,0,0,CORONA
2,Diamond Princess,United States,35.4437,139.638,1/23/2020,0,0,0,0,CORONA
2,Diamond Princess,Cruise Ship,35.4437,139.638,1/23/2020,0,0,0,0,CORONA
2,District of Columbia,United States,38.8974,-77.0268,1/23/2020,0,0,0,0,CORONA
2,Faroe Islands,Denmark,61.8926,-6.9118,1/23/2020,0,0,0,0,CORONA
2,Florida,United States,27.7663,-81.6868,1/23/2020,0,0,0,0,CORONA
2,France,France,46.2276,2.2137,1/23/2020,0,0,0,0,CORONA
2,French Polynesia,France,-17.6797,149.4068,1/23/2020,0,0,0,0,CORONA
2,From Diamond Princess,Australia,35.4437,139.638,1/23/2020,0,0,0,0,CORONA
2,Fujian,China,26.0789,117.9874,1/23/2020,5,0,0,0,CORONA
2,Gansu,China,37.8099,101.0583,1/23/2020,2,0,0,0,CORONA
2,Georgia,United States,33.0406,-83.6431,1/23/2020,0,0,0,0,CORONA
2,Gibraltar,United Kingdom,36.1408,-5.3536,1/23/2020,0,0,0,0,CORONA
2,Grand Princess,United States,37.6489,-122.6655,1/23/2020,0,0,0,0,CORONA
2,Grand Princess,Canada,37.6489,-122.6655,1/23/2020,0,0,0,0,CORONA
2,Guangdong,China,23.3417,113.4244,1/23/2020,32,0,0,2,CORONA
2,Guangxi,China,23.8298,108.7881,1/23/2020,5,0,0,0,CORONA
2,Guizhou,China,26.8154,106.8748,1/23/2020,3,0,0,0,CORONA
2,Hainan,China,19.1959,109.7453,1/23/2020,5,0,0,0,CORONA
2,Hawaii,United States,21.0943,-157.4983,1/23/2020,0,0,0,0,CORONA
2,Hebei,China,39.549,116.1306,1/23/2020,1,0,1,0,CORONA
2,Heilongjiang,China,47.862,127.7615,1/23/2020,2,0,0,0,CORONA
2,Henan,China,33.882,113.614,1/23/2020,5,0,0,0,CORONA
2,Hong Kong,China,22.3,114.2,1/23/2020,2,0,0,0,CORONA
2,Hubei,China,30.9756,112.2707,1/23/2020,444,0,17,28,CORONA
2,Hunan,China,27.6104,111.7088,1/23/2020,9,0,0,0,CORONA
2,Idaho,United States,44.2405,-114.4788,1/23/2020,0,0,0,0,CORONA
2,Illinois,United States,40.3495,-88.9861,1/23/2020,0,0,0,0,CORONA
2,Indiana,United States,39.8494,-86.2583,1/23/2020,0,0,0,0,CORONA
2,Inner Mongolia,China,44.0935,113.9448,1/23/2020,0,0,0,0,CORONA
2,Iowa,United States,42.0115,-93.2105,1/23/2020,0,0,0,0,CORONA
2,Jiangsu,China,32.9711,119.455,1/23/2020,5,0,0,0,CORONA
2,Jiangxi,China,27.614,115.7221,1/23/2020,7,0,0,0,CORONA
2,Jilin,China,43.6661,126.1923,1/23/2020,1,0,0,0,CORONA
2,Kansas,United States,38.5266,-96.7265,1/23/2020,0,0,0,0,CORONA
2,Kentucky,United States,37.6681,-84.6701,1/23/2020,0,0,0,0,CORONA
2,Liaoning,China,41.2956,122.6085,1/23/2020,3,0,0,0,CORONA
2,Louisiana,United States,31.1695,-91.8678,1/23/2020,0,0,0,0,CORONA
2,Macau,China,22.1667,113.55,1/23/2020,2,0,0,0,CORONA
2,Maine,United States,44.6939,-69.3819,1/23/2020,0,0,0,0,CORONA
2,Manitoba,Canada,53.7609,-98.8139,1/23/2020,0,0,0,0,CORONA
2,Maryland,United States,39.0639,-76.8021,1/23/2020,0,0,0,0,CORONA
2,Massachusetts,United States,42.2302,-71.5301,1/23/2020,0,0,0,0,CORONA
2,Michigan,United States,43.3266,-84.5361,1/23/2020,0,0,0,0,CORONA
2,Minnesota,United States,45.6945,-93.9002,1/23/2020,0,0,0,0,CORONA
2,Mississippi,United States,32.7416,-89.6787,1/23/2020,0,0,0,0,CORONA
2,Missouri,United States,38.4561,-92.2884,1/23/2020,0,0,0,0,CORONA
2,Montana,United States,46.9219,-110.4544,1/23/2020,0,0,0,0,CORONA
2,Nebraska,United States,41.1254,-98.2681,1/23/2020,0,0,0,0,CORONA
2,Nevada,United States,38.3135,-117.0554,1/23/2020,0,0,0,0,CORONA
2,New Brunswick,Canada,46.5653,-66.4619,1/23/2020,0,0,0,0,CORONA
2,New Hampshire,United States,43.4525,-71.5639,1/23/2020,0,0,0,0,CORONA
2,New Jersey,United States,40.2989,-74.521,1/23/2020,0,0,0,0,CORONA
2,New Mexico,United States,34.8405,-106.2485,1/23/2020,0,0,0,0,CORONA
2,New South Wales,Australia,-33.8688,151.2093,1/23/2020,0,0,0,0,CORONA
2,New York,United States,42.1657,-74.9481,1/23/2020,0,0,0,0,CORONA
2,Ningxia,China,37.2692,106.1655,1/23/2020,1,0,0,0,CORONA
2,North Carolina,United States,35.6301,-79.8064,1/23/2020,0,0,0,0,CORONA
2,North Dakota,United States,47.5289,-99.784,1/23/2020,0,0,0,0,CORONA
2,Northern Territory,Australia,-12.4634,130.8456,1/23/2020,0,0,0,0,CORONA
2,Ohio,United States,40.3888,-82.7649,1/23/2020,0,0,0,0,CORONA
2,Oklahoma,United States,35.5653,-96.9289,1/23/2020,0,0,0,0,CORONA
2,Ontario,Canada,51.2538,-85.3232,1/23/2020,0,0,0,0,CORONA
2,Oregon,United States,44.572,-122.0709,1/23/2020,0,0,0,0,CORONA
2,Pennsylvania,United States,40.5908,-77.2098,1/23/2020,0,0,0,0,CORONA
2,Qinghai,China,35.7452,95.9956,1/23/2020,0,0,0,0,CORONA
2,Quebec,Canada,52.9399,-73.5491,1/23/2020,0,0,0,0,CORONA
2,Queensland,Australia,-28.0167,153.4,1/23/2020,0,0,0,0,CORONA
2,Rhode Island,United States,41.6809,-71.5118,1/23/2020,0,0,0,0,CORONA
2,Saint Barthelemy,France,17.9,-62.8333,1/23/2020,0,0,0,0,CORONA
2,Saskatchewan,Canada,52.9399,-106.4509,1/23/2020,0,0,0,0,CORONA
2,Shaanxi,China,35.1917,108.8701,1/23/2020,3,0,0,0,CORONA
2,Shandong,China,36.3427,118.1498,1/23/2020,6,0,0,0,CORONA
2,Shanghai,China,31.202,121.4491,1/23/2020,16,0,0,0,CORONA
2,Shanxi,China,37.5777,112.2922,1/23/2020,1,0,0,0,CORONA
2,Sichuan,China,30.6171,102.7103,1/23/2020,8,0,0,0,CORONA
2,South Australia,Australia,-34.9285,138.6007,1/23/2020,0,0,0,0,CORONA
2,South Carolina,United States,33.8569,-80.945,1/23/2020,0,0,0,0,CORONA
2,South Dakota,United States,44.2998,-99.4388,1/23/2020,0,0,0,0,CORONA
2,St Martin,France,18.0708,-63.0501,1/23/2020,0,0,0,0,CORONA
2,Tasmania,Australia,-41.4545,145.9707,1/23/2020,0,0,0,0,CORONA
2,Tennessee,United States,35.7478,-86.6923,1/23/2020,0,0,0,0,CORONA
2,Texas,United States,31.0545,-97.5635,1/23/2020,0,0,0,0,CORONA
2,Tianjin,China,39.3054,117.323,1/23/2020,4,0,0,0,CORONA
2,Tibet,China,31.6927,88.0924,1/23/2020,0,0,0,0,CORONA
2,United Kingdom,United Kingdom,55.3781,-3.436,1/23/2020,0,0,0,0,CORONA
2,Utah,United States,40.15,-111.8624,1/23/2020,0,0,0,0,CORONA
2,Vermont,United States,44.0459,-72.7107,1/23/2020,0,0,0,0,CORONA
2,Victoria,Australia,-37.8136,144.9631,1/23/2020,0,0,0,0,CORONA
2,Virginia,United States,37.7693,-78.17,1/23/2020,0,0,0,0,CORONA
2,Washington,United States,47.4009,-121.4905,1/23/2020,0,0,0,0,CORONA
2,West Virginia,United States,38.4912,-80.9545,1/23/2020,0,0,0,0,CORONA
2,Western Australia,Australia,-31.9505,115.8605,1/23/2020,0,0,0,0,CORONA
2,Wisconsin,United States,44.2685,-89.6165,1/23/2020,0,0,0,0,CORONA
2,Wyoming,United States,42.756,-107.3025,1/23/2020,0,0,0,0,CORONA
2,Xinjiang,China,41.1129,85.2401,1/23/2020,2,0,0,0,CORONA
2,Yunnan,China,24.974,101.487,1/23/2020,2,0,0,0,CORONA
2,Zhejiang,China,29.1832,120.0934,1/23/2020,27,0,0,0,CORONA
2,,Thailand,15,101,1/23/2020,3,0,0,0,CORONA
2,,Japan,36,138,1/23/2020,1,0,0,0,CORONA
2,,Singapore,1.2833,103.8333,1/23/2020,1,0,0,0,CORONA
2,,Nepal,28.1667,84.25,1/23/2020,0,0,0,0,CORONA
2,,Malaysia,2.5,112.5,1/23/2020,0,0,0,0,CORONA
2,,Cambodia,11.55,104.9167,1/23/2020,0,0,0,0,CORONA
